timestamps,open,high,low,close,volume,amount
2025-09-11 10:45:00,584.12,584.24,583.69,583.92,117637.0,68699125.72250001
2025-09-11 10:50:00,583.93,584.0,583.195,583.57,124757.0,72817386.02875
2025-09-11 10:55:00,583.56,583.86,583.18,583.86,112964.0,65927484.86
2025-09-11 11:00:00,583.86,584.06,583.82,583.93,57764.0,33729410.47
2025-09-11 11:05:00,583.925,584.18,583.8,583.93,81417.0,47544169.54875
2025-09-11 11:10:00,583.94,584.23,583.93,584.18,70814.0,41360332.98
2025-09-11 11:15:00,584.17,584.88,584.12,584.75,151464.0,88527678.72
2025-09-11 11:20:00,584.76,584.85,584.4,584.45,131081.0,76631918.815
2025-09-11 11:25:00,584.48,584.71,584.38,584.69,77886.0,45529429.59
2025-09-11 11:30:00,584.68,584.87,584.655,584.67,83904.0,49060242.0
2025-09-11 11:35:00,584.66,584.72,584.33,584.37,92264.0,53930153.28
2025-09-11 11:40:00,584.35,584.46,584.24,584.24,72606.0,42425319.435
2025-09-11 11:45:00,584.24,584.31,583.87,584.06,77709.0,45391381.08
2025-09-11 11:50:00,584.06,584.5,584.04,584.43,76588.0,44747113.41
2025-09-11 11:55:00,584.41,584.5,584.33,584.37,41021.0,23972774.952499997
2025-09-11 12:00:00,584.37,584.83,584.3,584.79,83065.0,48557514.7125
2025-09-11 12:05:00,584.79,584.81,584.59,584.68,40341.0,23588088.6675
2025-09-11 12:10:00,584.68,584.75,584.57,584.6,57888.0,33844219.199999996
2025-09-11 12:15:00,584.61,584.72,584.4,584.69,56919.0,33275131.995
2025-09-11 12:20:00,584.68,584.79,584.51,584.56,47212.0,27601787.62
2025-09-11 12:25:00,584.57,584.69,584.34,584.36,32622.0,19067232.780000005
2025-09-11 12:30:00,584.38,584.58,584.325,584.39,33529.0,19594976.26875
